Model,GPCR,AgonistRank,unseen,class
AF2 RIA sc (no templates),xcr1_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),ghsr_human,6,False,Class A (Rhodopsin)
AF2 RIA sc (no templates),hrh4_human,6,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),cxcr3_human,3,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),cml1_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),prlhr_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),nmbr_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),gpr75_human,9,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),rl3r1_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),c3ar_human,1,False,Class A (Rhodopsin)
AF2 RIA sc (no templates),npff1_human,3,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),bkrb2_human,3,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),gpr37_human,3,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),apj_human,1,False,Class A (Rhodopsin)
AF2 RIA sc (no templates),ox1r_human,4,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),oprd_human,8,False,Class A (Rhodopsin)
AF2 RIA sc (no templates),fpr3_human,3,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),ox2r_human,2,False,Class A (Rhodopsin)
AF2 RIA sc (no templates),v1br_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),npy1r_human,11,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),npsr1_human,4,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),ssr1_human,1,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),fpr2_human,4,False,Class A (Rhodopsin)
AF2 RIA sc (no templates),mrgx2_human,7,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),gnrhr_human,6,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),fpr1_human,5,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),g37l1_human,2,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),mrgx1_human,7,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),trfr_human,7,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),gpr39_human,9,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),mc3r_human,9,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),gasr_human,7,True,Class A (Rhodopsin)
AF2 RIA sc (no templates),acthr_human,11,True,Class A (Rhodopsin)
RF-AA APPRAISE,cxcr4_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,oxyr_human,1,True,Class A (Rhodopsin)
RF-AA APPRAISE,apj_human,6,False,Class A (Rhodopsin)
RF-AA APPRAISE,ur2r_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,par4_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,npy1r_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,mrgx2_human,11,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr2_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,mshr_human,6,False,Class A (Rhodopsin)
RF-AA APPRAISE,ccr7_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,agtr1_human,5,False,Class A (Rhodopsin)
RF-AA APPRAISE,v1ar_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,cxcr3_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,g37l1_human,1,True,Class A (Rhodopsin)
RF-AA APPRAISE,oprx_human,11,True,Class A (Rhodopsin)
RF-AA APPRAISE,grpr_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,cxcr2_human,8,False,Class A (Rhodopsin)
RF-AA APPRAISE,nk2r_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,gnrhr_human,9,True,Class A (Rhodopsin)
RF-AA APPRAISE,v1br_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,c5ar2_human,9,True,Class A (Rhodopsin)
RF-AA APPRAISE,ntr2_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,ackr3_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,npff2_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,galr2_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,ackr4_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,nk3r_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,agtr2_human,8,False,Class A (Rhodopsin)
RF-AA APPRAISE,lgr4_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,rl3r1_human,10,True,Class A (Rhodopsin)
RF-AA APPRAISE,ghsr_human,7,False,Class A (Rhodopsin)
RF-AA APPRAISE,npbw2_human,10,True,Class A (Rhodopsin)
RF-AA APPRAISE,lgr6_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,cx3c1_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,lgr5_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,gpr37_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,ackr1_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,prlhr_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr9_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,v2r_human,6,False,Class A (Rhodopsin)
RF-AA APPRAISE,ssr2_human,1,True,Class A (Rhodopsin)
RF-AA APPRAISE,ox1r_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,ssr1_human,11,True,Class A (Rhodopsin)
RF-AA APPRAISE,hrh4_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,npy2r_human,9,True,Class A (Rhodopsin)
RF-AA APPRAISE,ssr5_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr3_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,qrfpr_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,xcr1_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,fpr2_human,8,False,Class A (Rhodopsin)
RF-AA APPRAISE,pkr1_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,nmbr_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,oprm_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,galr1_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,fpr1_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,fshr_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,bkrb2_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr5_human,6,False,Class A (Rhodopsin)
RF-AA APPRAISE,ccr4_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,cxcr1_human,1,True,Class A (Rhodopsin)
RF-AA APPRAISE,c5ar1_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,fpr3_human,10,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr1_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,cckar_human,7,False,Class A (Rhodopsin)
RF-AA APPRAISE,gpr75_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,npy5r_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,nmur2_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,ackr2_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,cml1_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,cml2_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,nk1r_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,galr3_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,cxcr5_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,c3ar_human,2,False,Class A (Rhodopsin)
RF-AA APPRAISE,mchr1_human,9,True,Class A (Rhodopsin)
RF-AA APPRAISE,mchr2_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,npsr1_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,cxcr6_human,3,True,Class A (Rhodopsin)
RF-AA APPRAISE,ssr4_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr6_human,7,False,Class A (Rhodopsin)
RF-AA APPRAISE,pkr2_human,7,True,Class A (Rhodopsin)
RF-AA APPRAISE,bkrb1_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,mc5r_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,mtlr_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,nmur1_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,ednra_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr8_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,oprk_human,8,True,Class A (Rhodopsin)
RF-AA APPRAISE,npbw1_human,9,True,Class A (Rhodopsin)
RF-AA APPRAISE,npff1_human,10,True,Class A (Rhodopsin)
RF-AA APPRAISE,ednrb_human,1,False,Class A (Rhodopsin)
RF-AA APPRAISE,mc4r_human,5,False,Class A (Rhodopsin)
RF-AA APPRAISE,acthr_human,10,True,Class A (Rhodopsin)
RF-AA APPRAISE,ssr3_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,npy4r_human,4,True,Class A (Rhodopsin)
RF-AA APPRAISE,ccr10_human,2,True,Class A (Rhodopsin)
RF-AA APPRAISE,ntr1_human,4,False,Class A (Rhodopsin)
RF-AA APPRAISE,mc3r_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,gpr39_human,6,True,Class A (Rhodopsin)
RF-AA APPRAISE,oprd_human,4,False,Class A (Rhodopsin)
RF-AA APPRAISE,mrgx1_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,kissr_human,5,True,Class A (Rhodopsin)
RF-AA APPRAISE,ox2r_human,3,False,Class A (Rhodopsin)
RF-AA APPRAISE,gasr_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cxcr3_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cxcr5_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cxcr1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),c5ar1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cxcr6_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cxcr2_human,1,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ackr3_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr4_human,7,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),c3ar_human,1,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npbw1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ackr1_human,4,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr6_human,2,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr9_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr3_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr1_human,6,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),c5ar2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr5_human,2,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr8_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cml2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),xcr1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cx3c1_human,9,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr10_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ackr4_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr2_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npbw2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ednrb_human,1,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),qrfpr_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mtlr_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ccr7_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),fpr2_human,5,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cxcr4_human,8,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ednra_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),rl3r1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ackr2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),pkr1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npy4r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),agtr2_human,6,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npy1r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),nmur1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mchr1_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),fpr1_human,11,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),nmur2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npy5r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),pkr2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npy2r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),grpr_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),nk2r_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),v1br_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),nk1r_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ssr3_human,8,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npff2_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ox1r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),prlhr_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ox2r_human,1,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mchr2_human,5,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mrgx2_human,9,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ntr2_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),oprk_human,8,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),apj_human,4,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),oxyr_human,4,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ghsr_human,2,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),lgr6_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),gnrhr_human,10,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npff1_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),agtr1_human,3,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),kissr_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),v2r_human,5,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),nk3r_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),oprm_human,8,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),oprd_human,5,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mc4r_human,1,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ssr4_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ssr2_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ssr1_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ssr5_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),gpr75_human,9,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),nmbr_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),oprx_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),npsr1_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),galr1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),v1ar_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),lgr4_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mc5r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mshr_human,2,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ntr1_human,2,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),gasr_human,8,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),galr2_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),trfr_human,2,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cml1_human,9,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),lgr5_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),cckar_human,1,False,Class A (Rhodopsin)
AF2 APPRAISE (no templates),par4_human,10,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),bkrb1_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),bkrb2_human,4,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),gpr37_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mc3r_human,6,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),galr3_human,11,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),ur2r_human,1,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),g37l1_human,3,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),gpr39_human,4,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),fshr_human,11,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),fpr3_human,4,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),acthr_human,7,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),mrgx1_human,8,True,Class A (Rhodopsin)
AF2 APPRAISE (no templates),hrh4_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr6_human,8,False,Class A (Rhodopsin)
RF-AA RIA sc,oprm_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,npff2_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,mrgx1_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,oprx_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,v1ar_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,ssr2_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,pkr1_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,bkrb2_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,cxcr5_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,v2r_human,4,False,Class A (Rhodopsin)
RF-AA RIA sc,ccr7_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,mshr_human,8,False,Class A (Rhodopsin)
RF-AA RIA sc,ccr3_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,nk3r_human,8,True,Class A (Rhodopsin)
RF-AA RIA sc,ssr3_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,ackr3_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr10_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,agtr2_human,2,False,Class A (Rhodopsin)
RF-AA RIA sc,bkrb1_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,agtr1_human,6,False,Class A (Rhodopsin)
RF-AA RIA sc,fpr3_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,cml2_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr4_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,gnrhr_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr5_human,2,False,Class A (Rhodopsin)
RF-AA RIA sc,ackr4_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,gpr75_human,10,True,Class A (Rhodopsin)
RF-AA RIA sc,apj_human,1,False,Class A (Rhodopsin)
RF-AA RIA sc,ccr1_human,6,True,Class A (Rhodopsin)
RF-AA RIA sc,pkr2_human,8,True,Class A (Rhodopsin)
RF-AA RIA sc,cxcr4_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,mrgx2_human,8,True,Class A (Rhodopsin)
RF-AA RIA sc,ackr2_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,xcr1_human,6,True,Class A (Rhodopsin)
RF-AA RIA sc,ssr1_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,oxyr_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,npbw1_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,cxcr3_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,mtlr_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr2_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,nmur2_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,oprd_human,9,False,Class A (Rhodopsin)
RF-AA RIA sc,ur2r_human,10,True,Class A (Rhodopsin)
RF-AA RIA sc,c5ar2_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,ackr1_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,mc4r_human,8,False,Class A (Rhodopsin)
RF-AA RIA sc,cxcr1_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,gasr_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,ghsr_human,2,False,Class A (Rhodopsin)
RF-AA RIA sc,npy1r_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,c3ar_human,9,False,Class A (Rhodopsin)
RF-AA RIA sc,npy2r_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,qrfpr_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,fpr1_human,11,True,Class A (Rhodopsin)
RF-AA RIA sc,npbw2_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,ednrb_human,1,False,Class A (Rhodopsin)
RF-AA RIA sc,galr1_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,ntr1_human,1,False,Class A (Rhodopsin)
RF-AA RIA sc,cx3c1_human,9,True,Class A (Rhodopsin)
RF-AA RIA sc,npy5r_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,ntr2_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr8_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,par4_human,10,True,Class A (Rhodopsin)
RF-AA RIA sc,ednra_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,cxcr2_human,3,False,Class A (Rhodopsin)
RF-AA RIA sc,oprk_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,npsr1_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,ssr5_human,10,True,Class A (Rhodopsin)
RF-AA RIA sc,npff1_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,mchr1_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,ssr4_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,cckar_human,1,False,Class A (Rhodopsin)
RF-AA RIA sc,ox1r_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,cml1_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,galr3_human,8,True,Class A (Rhodopsin)
RF-AA RIA sc,prlhr_human,11,True,Class A (Rhodopsin)
RF-AA RIA sc,cxcr6_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,hrh4_human,10,True,Class A (Rhodopsin)
RF-AA RIA sc,nk1r_human,8,True,Class A (Rhodopsin)
RF-AA RIA sc,npy4r_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,gpr39_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,ccr9_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,v1br_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,mchr2_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,mc5r_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,mc3r_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,galr2_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,acthr_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,fpr2_human,8,False,Class A (Rhodopsin)
RF-AA RIA sc,ox2r_human,1,False,Class A (Rhodopsin)
RF-AA RIA sc,g37l1_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,nmur1_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,nk2r_human,3,True,Class A (Rhodopsin)
RF-AA RIA sc,rl3r1_human,7,True,Class A (Rhodopsin)
RF-AA RIA sc,c5ar1_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,lgr5_human,9,True,Class A (Rhodopsin)
RF-AA RIA sc,kissr_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,grpr_human,4,True,Class A (Rhodopsin)
RF-AA RIA sc,gpr37_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,lgr4_human,5,True,Class A (Rhodopsin)
RF-AA RIA sc,fshr_human,2,True,Class A (Rhodopsin)
RF-AA RIA sc,nmbr_human,1,True,Class A (Rhodopsin)
RF-AA RIA sc,lgr6_human,4,True,Class A (Rhodopsin)
RF-AA,acthr_human,8,True,Class A (Rhodopsin)
RF-AA,npbw1_human,3,True,Class A (Rhodopsin)
RF-AA,gnrhr_human,2,True,Class A (Rhodopsin)
RF-AA,mshr_human,2,False,Class A (Rhodopsin)
RF-AA,mchr2_human,3,True,Class A (Rhodopsin)
RF-AA,npbw2_human,6,True,Class A (Rhodopsin)
RF-AA,xcr1_human,9,True,Class A (Rhodopsin)
RF-AA,ccr5_human,2,False,Class A (Rhodopsin)
RF-AA,mc3r_human,2,True,Class A (Rhodopsin)
RF-AA,fpr1_human,11,True,Class A (Rhodopsin)
RF-AA,agtr1_human,5,False,Class A (Rhodopsin)
RF-AA,fpr3_human,4,True,Class A (Rhodopsin)
RF-AA,ccr1_human,10,True,Class A (Rhodopsin)
RF-AA,bkrb1_human,1,True,Class A (Rhodopsin)
RF-AA,mc5r_human,1,True,Class A (Rhodopsin)
RF-AA,fpr2_human,2,False,Class A (Rhodopsin)
RF-AA,galr1_human,6,True,Class A (Rhodopsin)
RF-AA,ccr3_human,2,True,Class A (Rhodopsin)
RF-AA,cxcr6_human,11,True,Class A (Rhodopsin)
RF-AA,cxcr1_human,1,True,Class A (Rhodopsin)
RF-AA,mc4r_human,4,False,Class A (Rhodopsin)
RF-AA,ackr4_human,1,True,Class A (Rhodopsin)
RF-AA,ccr7_human,1,True,Class A (Rhodopsin)
RF-AA,ccr4_human,2,True,Class A (Rhodopsin)
RF-AA,ccr8_human,2,True,Class A (Rhodopsin)
RF-AA,cml2_human,10,True,Class A (Rhodopsin)
RF-AA,ccr9_human,5,True,Class A (Rhodopsin)
RF-AA,par4_human,11,True,Class A (Rhodopsin)
RF-AA,ackr3_human,9,True,Class A (Rhodopsin)
RF-AA,ghsr_human,6,False,Class A (Rhodopsin)
RF-AA,cx3c1_human,11,True,Class A (Rhodopsin)
RF-AA,agtr2_human,2,False,Class A (Rhodopsin)
RF-AA,c5ar2_human,1,True,Class A (Rhodopsin)
RF-AA,cxcr2_human,5,False,Class A (Rhodopsin)
RF-AA,cxcr4_human,3,True,Class A (Rhodopsin)
RF-AA,prlhr_human,5,True,Class A (Rhodopsin)
RF-AA,c5ar1_human,4,True,Class A (Rhodopsin)
RF-AA,mrgx1_human,2,True,Class A (Rhodopsin)
RF-AA,pkr2_human,11,True,Class A (Rhodopsin)
RF-AA,oprx_human,4,True,Class A (Rhodopsin)
RF-AA,oprd_human,1,False,Class A (Rhodopsin)
RF-AA,cxcr3_human,7,True,Class A (Rhodopsin)
